source_id,source_sha256,page,table,row,column,value_original,reference,verification_status
S036,a55344d01fa0d93502d0603b433d60d4d0e9ecef2251185a6cd950a71d91fdc9,1,1,1,1,,PDF page 1; detected table 1; row 1; column 1,review_required
S036,a55344d01fa0d93502d0603b433d60d4d0e9ecef2251185a6cd950a71d91fdc9,1,1,1,2,,PDF page 1; detected table 1; row 1; column 2,review_required
S036,a55344d01fa0d93502d0603b433d60d4d0e9ecef2251185a6cd950a71d91fdc9,1,1,1,3,Dated: 10.08.2016,PDF page 1; detected table 1; row 1; column 3,review_required
S036,a55344d01fa0d93502d0603b433d60d4d0e9ecef2251185a6cd950a71d91fdc9,2,1,1,1,"SL-4
BALTAL
9-Aug-1",PDF page 2; detected table 1; row 1; column 1,review_required
S036,a55344d01fa0d93502d0603b433d60d4d0e9ecef2251185a6cd950a71d91fdc9,2,1,1,2,"9
6",PDF page 2; detected table 1; row 1; column 2,review_required
S036,a55344d01fa0d93502d0603b433d60d4d0e9ecef2251185a6cd950a71d91fdc9,2,1,1,3,"Registered Avalanche Sites Between Baltal and Minamarg
SL-76
SL-75
MINAMARG
SL-72
SL-74
SL-70
SL-71 SL-73
SL-67
SL-65
GUMRI SL-66
SL-62
SL-59 SL-61 SL-69
SL-63 SL-68
SL-64
SL-60
SL-57 SL-58
SL-50 SL-54
SL-55
SL-53
SL-51
SL-56
SL-52
Courtsey SASE",PDF page 2; detected table 1; row 1; column 3,review_required
S036,a55344d01fa0d93502d0603b433d60d4d0e9ecef2251185a6cd950a71d91fdc9,3,1,1,1,,PDF page 3; detected table 1; row 1; column 1,review_required
S036,a55344d01fa0d93502d0603b433d60d4d0e9ecef2251185a6cd950a71d91fdc9,3,1,1,2,,PDF page 3; detected table 1; row 1; column 2,review_required
S036,a55344d01fa0d93502d0603b433d60d4d0e9ecef2251185a6cd950a71d91fdc9,3,1,1,3,Zoji la tunnel Alignment,PDF page 3; detected table 1; row 1; column 3,review_required
S036,a55344d01fa0d93502d0603b433d60d4d0e9ecef2251185a6cd950a71d91fdc9,4,1,1,1,,PDF page 4; detected table 1; row 1; column 1,review_required
S036,a55344d01fa0d93502d0603b433d60d4d0e9ecef2251185a6cd950a71d91fdc9,4,1,1,2,,PDF page 4; detected table 1; row 1; column 2,review_required
S036,a55344d01fa0d93502d0603b433d60d4d0e9ecef2251185a6cd950a71d91fdc9,4,1,1,3,"TUNNEL CHARACTERISTICS
 A 14.083 long tunnel(Mined Tunnel Length) proposed on NH 1 to
facilitate all weather connectivity between Srinagar and Leh.
 Western (Srinagar side) Portal: At Baltal (Km 100)
 Eastern Portal: At Minamarg (Km 117)
 Single tube two way tunnel with parallel egress tunnel.
 Three ventilation shafts. Two ventilation shafts will be used as
construction shafts.
 Six working faces proposed.
 Estimated time for construction: 84 Months
 Total Project Cost: 9090 Crore
 Concession Period 22 Years
 Only eastern portal face available for working round the year. Work not
possible at rest of the faces for four months during the winter period.",PDF page 4; detected table 1; row 1; column 3,review_required
S036,a55344d01fa0d93502d0603b433d60d4d0e9ecef2251185a6cd950a71d91fdc9,5,1,1,1,,PDF page 5; detected table 1; row 1; column 1,review_required
S036,a55344d01fa0d93502d0603b433d60d4d0e9ecef2251185a6cd950a71d91fdc9,5,1,1,2,,PDF page 5; detected table 1; row 1; column 2,review_required
