source_id,source_sha256,page,table,row,column,value_original,reference,verification_status
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,1,1,Ongoing/Completed Bharatmala Projects,PDF page 2; detected table 1; row 1; column 1,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,2,1,"Sr.
No.",PDF page 2; detected table 1; row 2; column 1,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,2,2,Stretch / Package Name,PDF page 2; detected table 1; row 2; column 2,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,2,3,"Le
ngt
h (
K
m)",PDF page 2; detected table 1; row 2; column 3,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,2,4,"Leng
th C
ompl
eted
(Km)",PDF page 2; detected table 1; row 2; column 4,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,2,5,"Tota
l Ca
pital
Cost
(In C
rs)",PDF page 2; detected table 1; row 2; column 5,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,2,6,"Exp
endi
ture
Incu
rred
(Rs.
In C
r.)",PDF page 2; detected table 1; row 2; column 6,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,2,7,"Star
t / A
ppoi
nte
d D
ate",PDF page 2; detected table 1; row 2; column 7,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,2,8,"Schedu
led Co
mpletio
n date",PDF page 2; detected table 1; row 2; column 8,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,2,9,"Revised Schedul
ed Date of Com
pletion",PDF page 2; detected table 1; row 2; column 9,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,2,10,Reasons for Delay,PDF page 2; detected table 1; row 2; column 10,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,3,1,1,PDF page 2; detected table 1; row 3; column 1,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,3,2,"4L Tumkur-Shimoga (Pkg-I) o
f NH-206",PDF page 2; detected table 1; row 3; column 2,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,3,3,"52.
89",PDF page 2; detected table 1; row 3; column 3,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,3,4,"50.5
6",PDF page 2; detected table 1; row 3; column 4,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,3,5,"1364
.14",PDF page 2; detected table 1; row 3; column 5,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,3,6,"126
8.39",PDF page 2; detected table 1; row 3; column 6,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,3,7,"15-1
0-20
19",PDF page 2; detected table 1; row 3; column 7,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,3,8,"14.10.2
021",PDF page 2; detected table 1; row 3; column 8,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,3,9,"Provisional Com
mercial Operatio
n Date (PCOD) is
sued & likely to
be completed on
15.02.2026",PDF page 2; detected table 1; row 3; column 9,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,3,10,"1. Land Acquisition
2. Court Cases",PDF page 2; detected table 1; row 3; column 10,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,4,1,2,PDF page 2; detected table 1; row 4; column 1,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,4,2,"4L Tumkur-Shimoga (Pkg-II)
of NH-206",PDF page 2; detected table 1; row 4; column 2,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,4,3,"56.
70
5",PDF page 2; detected table 1; row 4; column 3,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,4,4,"53.1
9",PDF page 2; detected table 1; row 4; column 4,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,4,5,"1505
.85",PDF page 2; detected table 1; row 4; column 5,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,4,6,"122
4.23",PDF page 2; detected table 1; row 4; column 6,review_required
S018,f6d2652357ff76ff7c9d2d04bfc8fa4a5f5dfec6e4bb50478314e3ee6d596c64,2,1,4,7,"15.1
0.20
19",PDF page 2; detected table 1; row 4; column 7,review_required
