source_id,source_sha256,page,table,row,column,value_original,reference,verification_status
G036,c408afc02a3c37ac88ade94f67685e6b5cf19ebb56d895f8ffc04d70178f8512,1,1,1,1,(cid:292)ा(cid:510)प-1 (जनपदवार) गंगा ए(cid:200)स(cid:292)ेसवे प(cid:464)रयोजना के अ(cid:219)तगत(cid:91) (cid:272)य क(cid:551) जाने वाल(cid:547) भू(cid:871)म का दै(cid:467)नक/(cid:272)(cid:871)मक (cid:874)ववरण,PDF page 1; detected table 1; row 1; column 1,review_required
G036,c408afc02a3c37ac88ade94f67685e6b5cf19ebb56d895f8ffc04d70178f8512,1,1,2,1,(cid:465)दनांक 21-06-2021 (Updated till 20-06-2021),PDF page 1; detected table 1; row 2; column 1,review_required
G036,c408afc02a3c37ac88ade94f67685e6b5cf19ebb56d895f8ffc04d70178f8512,1,1,3,1,(cid:272)0 सं0,PDF page 1; detected table 1; row 3; column 1,review_required
G036,c408afc02a3c37ac88ade94f67685e6b5cf19ebb56d895f8ffc04d70178f8512,1,1,3,2,जनपद,PDF page 1; detected table 1; row 3; column 2,review_required
G036,c408afc02a3c37ac88ade94f67685e6b5cf19ebb56d895f8ffc04d70178f8512,1,1,3,3,"(cid:292)भा(cid:874)वत (cid:274)ाम(cid:585)
क(cid:551) सं(cid:201)या",PDF page 1; detected table 1; row 3; column 3,review_required
G036,c408afc02a3c37ac88ade94f67685e6b5cf19ebb56d895f8ffc04d70178f8512,1,1,3,4,"संरेखण के
अ(cid:219)तगत(cid:91)
(cid:292)(cid:232)ता(cid:874)वत कुल
(cid:162)े(cid:287)फल",PDF page 1; detected table 1; row 3; column 4,review_required
G036,c408afc02a3c37ac88ade94f67685e6b5cf19ebb56d895f8ffc04d70178f8512,1,1,3,5,(cid:292)े(cid:874)षत (cid:292)(cid:232)ताव(cid:585) म(cid:581) सि(cid:224)म(cid:871)लत (cid:162)0े (हे0),PDF page 1; detected table 1; row 3; column 5,review_required
G036,c408afc02a3c37ac88ade94f67685e6b5cf19ebb56d895f8ffc04d70178f8512,1,1,3,9,दै(cid:467)नक,PDF page 1; detected table 1; row 3; column 9,review_required
G036,c408afc02a3c37ac88ade94f67685e6b5cf19ebb56d895f8ffc04d70178f8512,1,1,3,11,(cid:272)(cid:871)मक,PDF page 1; detected table 1; row 3; column 11,review_required
G036,c408afc02a3c37ac88ade94f67685e6b5cf19ebb56d895f8ffc04d70178f8512,1,1,3,13,कुल (cid:229)यय,PDF page 1; detected table 1; row 3; column 13,review_required
