source_id,source_sha256,page,table,row,column,value_original,reference,verification_status
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,1,1,Preface,PDF page 4; detected table 1; row 1; column 1,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,2,1,Executive Summary,PDF page 4; detected table 1; row 2; column 1,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,3,1,"Ch.
No.",PDF page 4; detected table 1; row 3; column 1,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,3,2,Chapters,PDF page 4; detected table 1; row 3; column 2,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,3,3,Authors,PDF page 4; detected table 1; row 3; column 3,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,3,4,"Page
No.",PDF page 4; detected table 1; row 3; column 4,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,4,1,1.,PDF page 4; detected table 1; row 4; column 1,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,4,2,"Observed rainfall features during the
southwest monsoon 2024",PDF page 4; detected table 1; row 4; column 2,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,4,3,"P. Rohini, C.N. Shaligram, P.
Mahajani, S.K. Manik, Rahul
Saxena, A.B. Bandgar, R.
Chattopadhyay, and S.K. Muppa",PDF page 4; detected table 1; row 4; column 3,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,4,4,1-29,PDF page 4; detected table 1; row 4; column 4,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,5,1,2.,PDF page 4; detected table 1; row 5; column 1,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,5,2,"Regional characteristics of the
southwest monsoon 2024",PDF page 4; detected table 1; row 5; column 2,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,5,3,"S.D. Sanap, and R.K. Jenamani",PDF page 4; detected table 1; row 5; column 3,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,5,4,30-44,PDF page 4; detected table 1; row 5; column 4,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,6,1,3.,PDF page 4; detected table 1; row 6; column 1,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,6,2,"Global and regional circulation
anomalies",PDF page 4; detected table 1; row 6; column 2,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,6,3,"C.T. Sabeerali, A.B. Bandgar, P.
Rohini, O.P. Sreejith and S.B.
Ratna",PDF page 4; detected table 1; row 6; column 3,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,6,4,45-63,PDF page 4; detected table 1; row 6; column 4,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,7,1,4.,PDF page 4; detected table 1; row 7; column 1,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,7,2,"Interaction between monsoon
circulation and western disturbances
during the southwest monsoon
season 2024",PDF page 4; detected table 1; row 7; column 2,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,7,3,"Krishna Mishra, R.K. Jenamani,
and S.D. Kotal",PDF page 4; detected table 1; row 7; column 3,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,7,4,64-79,PDF page 4; detected table 1; row 7; column 4,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,8,1,5.,PDF page 4; detected table 1; row 8; column 1,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,8,2,"Prolonged heavy rainfall activities in
Sub-Himalayan West Bengal &
Sikkim (13-20 June) and Tripura (20-
22 August) during the southwest
monsoon season 2024",PDF page 4; detected table 1; row 8; column 2,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,8,3,"P. Roy, G.N. Raha, H.R. Biswas,
S. Das, and K.N. Mohan",PDF page 4; detected table 1; row 8; column 3,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,8,4,80-99,PDF page 4; detected table 1; row 8; column 4,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,9,1,6.,PDF page 4; detected table 1; row 9; column 1,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,9,2,"Heavy rainfall and flooding over
Madhya Maharashtra during 21-26
July 2024",PDF page 4; detected table 1; row 9; column 2,review_required
S019,707dac297cceb21b2b89049c996d1c5e4e276de00309428132d3ecf1bc3e68e3,4,1,9,3,"Sunil G. Kamble, Sushma Nair,
Jismy Poulose, Nitha T.S., and S.
Ravidren",PDF page 4; detected table 1; row 9; column 3,review_required
