source_id,source_sha256,page,table,row,column,value_original,reference,verification_status
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,2,1,1,1,,PDF page 2; detected table 1; row 1; column 1,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,2,1,1,2,Category A: Proposed projects are classified as Category A if they are likely to have,PDF page 2; detected table 1; row 1; column 2,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,2,1,1,3,,PDF page 2; detected table 1; row 1; column 3,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,2,1,2,2,significant adverse impacts on the environment and society. Projects with complicated,PDF page 2; detected table 1; row 2; column 2,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,2,1,3,2,"or unprecedented impacts that are difficult to assess, or projects with a wide range of",PDF page 2; detected table 1; row 3; column 2,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,2,1,4,2,"impacts or irreversible impacts, are also classified as Category A. These impacts may",PDF page 2; detected table 1; row 4; column 2,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,2,1,5,2,affect an area broader than the sites or facilities subject to physical construction.,PDF page 2; detected table 1; row 5; column 2,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,2,1,6,2,"Category A, in principle, includes projects in sensitive sectors, projects that have",PDF page 2; detected table 1; row 6; column 2,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,2,1,7,2,"characteristics that are liable to cause adverse environmental impacts, and projects",PDF page 2; detected table 1; row 7; column 2,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,2,1,8,2,"located in or near sensitive areas. An illustrative list of sensitive sectors, characteristics,",PDF page 2; detected table 1; row 8; column 2,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,2,1,9,2,and areas is provided in Appendix 3 of JICA Guidelines.,PDF page 2; detected table 1; row 9; column 2,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,4,1,1,1,"Sl.
No.",PDF page 4; detected table 1; row 1; column 1,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,4,1,1,2,Location,PDF page 4; detected table 1; row 1; column 2,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,4,1,1,3,Date,PDF page 4; detected table 1; row 1; column 3,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,4,1,1,4,No. of Participants,PDF page 4; detected table 1; row 1; column 4,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,4,1,2,1,1.,PDF page 4; detected table 1; row 2; column 1,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,4,1,2,2,Azadpur,PDF page 4; detected table 1; row 2; column 2,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,4,1,2,3,14.08.2013,PDF page 4; detected table 1; row 2; column 3,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,4,1,2,4,"Approx. 10 to 12 per
FGD (approx. 1 to 2
women)",PDF page 4; detected table 1; row 2; column 4,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,4,1,3,1,2.,PDF page 4; detected table 1; row 3; column 1,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,4,1,3,2,Peeragarhi,PDF page 4; detected table 1; row 3; column 2,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,4,1,3,3,23.08.2013,PDF page 4; detected table 1; row 3; column 3,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,4,1,4,1,3.,PDF page 4; detected table 1; row 4; column 1,review_required
S035,59994c2c7a53d7171779706875e5904deaf3df56f8ae17e61fcc34601a4fc658,4,1,4,2,Khanpur,PDF page 4; detected table 1; row 4; column 2,review_required
